时间戳,数值,指标名称,实例地址,数值_百分比,计量单位,容器实例,endpoint,任务名称,命名空间,容器名称,service,数值_GB,数值_MB,设备名称,文件系统类型,挂载点,数值_MBps
2026-01-09 10:22:59.486,725.2,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000691604614257813
2026-01-09 11:22:59.486,740.292592592593,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000705998032181351
2026-01-08 19:22:59.486,1853.17777777778,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00176732805040148
2026-01-08 20:22:59.486,2045.3,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.0019505500793457
2026-01-08 21:22:59.486,2080.3,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00198392868041992
2026-01-08 22:22:59.486,2106.63664208651,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00200904525955821
2026-01-08 23:22:59.486,2082.59259259259,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00198611506709346
2026-01-09 00:22:59.486,1827.96666666667,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00174328486124675
2026-01-09 01:22:59.486,2098.47777777778,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00200126436021593
2026-01-09 02:22:59.486,2328.04814814815,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00222019972624602
2026-01-09 03:22:59.486,2303.41223486013,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00219670508848203
2026-01-09 04:22:59.486,1971.1,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00187978744506836
2026-01-09 05:22:59.486,2303.51369069004,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00219680184430126
2026-01-09 06:22:59.486,2110.53703703704,网络流出量,10.1.5.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00201276496604637
