时间戳,数值,指标名称,实例地址,数值_百分比,计量单位,容器实例,endpoint,任务名称,命名空间,容器名称,service,数值_GB,数值_MB,设备名称,文件系统类型,挂载点,数值_MBps
2026-01-08 19:22:59.486,23253835776,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-08 20:22:59.486,23254609920,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-08 21:22:59.486,23255388160,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-08 22:22:59.486,23264555008,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-08 23:22:59.486,23273721856,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 00:22:59.486,23274504192,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 01:22:59.486,23283654656,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 02:22:59.486,23284432896,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 03:22:59.486,23285211136,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 04:22:59.486,23294414848,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 05:22:59.486,23299149824,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 06:22:59.486,23296049152,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 07:22:59.486,23305228288,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 08:22:59.486,23306006528,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 09:22:59.486,23306768384,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 10:22:59.486,23315935232,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 11:22:59.486,23316713472,磁盘使用量,10.2.1.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-08 19:22:59.486,22321651712,磁盘使用量,10.2.2.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-g4jfn,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
