Node Name(节点名称),Node IP(节点IP),Network Card(网卡),Time(时间)(YYYY-MM-DD HH:MM:SS),Outbound Traffic Rate(出流量速率)(B/s)
k8s-worker33,10.3.3.10,ens10,2026-01-19 09:27:16,11297.911111111112 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 10:27:16,11309.234478646216 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 11:27:16,11307.096296296297 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 12:27:16,11277.72962962963 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 13:27:16,11279.4454794277 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 14:27:16,11269.941740524964 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 15:27:16,14689.170370370372 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 16:27:16,14640.972744343495 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 17:27:16,14654.988888888889 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 18:27:16,14625.51713154493 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 19:27:16,14639.722222222223 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 20:27:16,14642.362962962963 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 21:27:16,14678.5 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 22:27:16,14644.24074074074 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-19 23:27:16,14678.654365386536 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 00:27:16,14628.533333333335 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 01:27:16,14633.540740740742 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 02:27:16,14670.633333333333 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 03:27:16,14652.127214343653 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 04:27:16,14652.361675413611 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 05:27:16,14667.730860256075 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 06:27:16,14681.95925925926 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 07:27:16,14660.477777777778 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 08:27:16,14665.77653991311 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 09:27:16,14668.581481481482 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 10:27:16,14663.853096840383 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 11:27:16,14682.666666666668 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 12:27:16,14699.5 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 13:27:16,14631.81851851852 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 14:27:16,14642.586508938857 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 15:27:16,14676.344444444445 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 16:27:16,14885.97037037037 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 17:27:16,14888.340740740741 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 18:27:16,11294.493683309936 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 19:27:16,11293.996296296296 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 20:27:16,11526.514814814815 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 21:27:16,11512.146251310181 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 22:27:16,11314.835870978257 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-20 23:27:16,11319.744444444445 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 00:27:16,11287.985185185185 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 01:27:16,11329.092592592593 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 02:27:16,11303.081481481482 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 03:27:16,11269.833333333334 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 04:27:16,11303.077777777778 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 05:27:16,11311.7 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 06:27:16,11333.685185185186 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 07:27:16,11280.411111111112 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 08:27:16,11497.272212119302 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 09:27:16,11496.816654876498 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 10:27:16,11268.23604357021 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 11:27:16,11237.604583720678 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 12:27:16,11254.382423638604 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 13:27:16,11338.92962962963 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 14:27:16,11310.55070166407 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 15:27:16,11336.974074074074 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 16:27:16,11288.448148148149 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 17:27:16,11515.762962962963 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 18:27:16,11314.090052185376 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 19:27:16,11310.2 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 20:27:16,11318.738217548953 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 21:27:16,11279.95925925926 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 22:27:16,11299.148148148148 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-21 23:27:16,11275.839719112153 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 00:27:16,11288.67514324127 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 01:27:16,11278.5 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 02:27:16,11527.516768580623 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 03:27:16,11295.322222222223 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 04:27:16,11503.477777777778 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 05:27:16,11518.366666666667 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 06:27:16,11536.39087552176 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 07:27:16,11310.06551827586 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 08:27:16,11276.7211973289 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 09:27:16,11283.744444444445 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 10:27:16,11291.069292335955 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 11:27:16,11305.214814814815 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 12:27:16,11286.793654791312 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 13:27:16,11322.925925925927 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 14:27:16,11286.217458453859 B/s
k8s-worker33,10.3.3.10,ens10,2026-01-22 15:27:16,11290.332258028675 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 15:27:16,11104.911111111112 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 16:27:16,11111.755141647622 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 17:27:16,11082.410805885902 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 18:27:16,11066.5 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 19:27:16,11081.533333333333 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 20:27:16,11080.485483279566 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 21:27:16,11083.385494020347 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 22:27:16,11077.258973114913 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-15 23:27:16,11083.914504020355 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 00:27:16,11071.54814814815 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 01:27:16,11079.381481481481 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 02:27:16,11079.385185185185 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 03:27:16,11078.422512675972 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 04:27:16,11075.6 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 05:27:16,11076.62564212725 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 06:27:16,11091.92962962963 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 07:27:16,11084.289201071113 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 08:27:16,11088.892263361986 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 09:27:16,11091.962962962964 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 10:27:16,11079.725925925926 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 11:27:16,11096.011111111111 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 12:27:16,11083.07006270347 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 13:27:16,11072.377777777778 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 14:27:16,11090.118852292044 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 15:27:16,11095.366666666667 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 16:27:16,11078.766666666666 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 17:27:16,11082.562657175342 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 18:27:16,11086.574074074075 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 19:27:16,11089.066666666668 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 20:27:16,11072.848148148149 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 21:27:16,11080.262962962963 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 22:27:16,11083.474074074074 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-16 23:27:16,11079.437037037038 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 00:27:16,11085.122222222222 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 01:27:16,11090.018185117831 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 02:27:16,11086.166985803651 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 03:27:16,11094.12962962963 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 04:27:16,11080.948148148149 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 05:27:16,11070.214814814815 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 06:27:16,11074.670646928322 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 07:27:16,11087.881481481481 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 08:27:16,11085.922222222223 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 09:27:16,11089.81851851852 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 10:27:16,11098.003703703704 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 11:27:16,11101.174074074075 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 12:27:16,11097.207047381304 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 13:27:16,11092.118518518519 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 14:27:16,11075.440740740742 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 15:27:16,11090.670370370372 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 16:27:16,11087.992592592593 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 17:27:16,11084.438864321533 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 18:27:16,11082.09660035778 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 19:27:16,11088.2 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 20:27:16,11294.248148148148 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 21:27:16,11093.88854115355 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 22:27:16,11135.907407407407 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-17 23:27:16,11127.385656983915 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 00:27:16,11137.448148148149 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 01:27:16,11123.9 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 02:27:16,11131.533333333335 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 03:27:16,11143.018518518518 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 04:27:16,11138.203703703704 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 05:27:16,11136.377777777778 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 06:27:16,11123.877777777778 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 07:27:16,11121.477327861747 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 08:27:16,11124.074074074075 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 09:27:16,11148.18888888889 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 10:27:16,11131.962962962964 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 11:27:16,11130.981481481482 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 12:27:16,11339.296296296297 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 13:27:16,11343.862962962963 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 14:27:16,11141.685185185186 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 15:27:16,11347.492592592593 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 16:27:16,11356.78888888889 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 17:27:16,11132.233333333334 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 18:27:16,11113.458839041336 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 19:27:16,11134.01901488524 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 20:27:16,11135.748148148148 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 21:27:16,11141.711111111112 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 22:27:16,11129.95925925926 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-18 23:27:16,11131.022222222222 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 00:27:16,11129.881481481481 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 01:27:16,11130.896296296296 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 02:27:16,11132.248148148148 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 03:27:16,11139.962962962964 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 04:27:16,11354.04814814815 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 05:27:16,11349.774074074074 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 06:27:16,11147.581481481482 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 07:27:16,11113.422222222223 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 08:27:16,11144.167200619262 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 09:27:16,11129.193071085449 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 10:27:16,11129.955555555556 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 11:27:16,11120.025925925926 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 12:27:16,11132.996788876995 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 13:27:16,11134.466666666667 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 14:27:16,11147.577777777778 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 15:27:16,23738.881481481483 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 16:27:16,23910.481149930183 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 17:27:16,23879.333333333336 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 18:27:16,23816.122222222224 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 19:27:16,23565.075684904867 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 20:27:16,23883.67777777778 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 21:27:16,23696.152977211194 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 22:27:16,23649.86666666667 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-19 23:27:16,23690.109963370232 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 00:27:16,23700.33222345268 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 01:27:16,23615.544444444444 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 02:27:16,23635.072722491564 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 03:27:16,23627.792592592592 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 04:27:16,23652.442027992485 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 05:27:16,23666.0962962963 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 06:27:16,23589.5 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 07:27:16,23603.166666666668 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 08:27:16,23611.78148148148 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 09:27:16,23574.892592592594 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 10:27:16,23555.422222222223 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 11:27:16,23601.492592592593 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 12:27:16,23605.40740740741 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 13:27:16,23588.86666666667 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 14:27:16,23589.274074074074 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 15:27:16,23593.092592592595 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 16:27:16,23580.28148148148 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 17:27:16,23585.194759980594 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 18:27:16,11121.64074074074 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 19:27:16,11117.762962962963 B/s
k8s-worker34,10.3.4.10,ens10,2026-01-20 20:27:16,11122.648148148148 B/s
